time;ffmpegPid;ffmpegMemMB;mtxPid;mtxMemMB;lumoraMemMB;capMemMB;ready;mbReceived;readers;framesInError;gpuPct;encPct;decPct;gpuTempC;logErrLines;lastFps;lastSpeed
2026-07-07 05:07:49;54680;221;53656;57;624;217;True;9598;1;0;6;9;5;53;119;;
2026-07-07 05:08:49;54680;221;53656;56;617;217;True;9642;1;0;6;8;5;53;119;;
2026-07-07 05:09:49;54680;221;53656;57;618;217;True;9686;1;0;5;6;6;53;119;;
2026-07-07 05:10:49;54680;221;53656;56;620;217;True;9730;1;0;5;6;4;53;119;;
2026-07-07 05:11:49;54680;221;53656;57;614;218;True;9773.9;1;0;6;6;4;53;119;;
2026-07-07 05:12:50;54680;221;53656;57;623;218;True;9817.9;1;0;5;8;12;53;119;;
2026-07-07 05:13:50;54680;221;53656;57;619;217;True;9861.8;1;0;6;6;3;53;119;;
2026-07-07 05:14:50;54680;221;53656;57;609;217;True;9905.8;1;0;6;9;4;53;119;;
2026-07-07 05:15:50;54680;221;53656;57;618;217;True;9949.8;1;0;6;7;3;53;119;;
2026-07-07 05:16:50;54680;221;53656;57;618;217;True;9993.7;1;0;6;6;5;53;119;;
2026-07-07 05:17:50;54680;221;53656;57;615;217;True;10037.6;1;0;6;7;4;53;119;;
2026-07-07 05:18:50;54680;221;53656;57;610;222;True;10081.5;1;0;6;7;6;53;119;;
2026-07-07 05:19:50;54680;221;53656;56;609;222;True;10125.4;1;0;6;6;4;53;119;;
2026-07-07 05:20:50;54680;221;53656;57;624;222;True;10169.4;1;0;6;8;6;53;119;;
2026-07-07 05:21:50;54680;221;53656;56;619;222;True;10213.3;1;0;6;7;6;53;119;;
2026-07-07 05:22:51;54680;221;53656;57;630;222;True;10257.3;1;0;5;8;12;53;119;;
2026-07-07 05:23:51;54680;221;53656;57;605;222;True;10301.3;1;0;6;7;5;53;119;;
2026-07-07 05:24:51;54680;221;53656;57;612;222;True;10345.2;1;0;6;8;5;53;119;;
2026-07-07 05:25:51;54680;221;53656;57;621;222;True;10389.3;1;0;7;19;6;53;119;;
2026-07-07 05:26:51;54680;221;53656;57;613;221;True;10433.1;1;0;5;7;10;53;119;;
2026-07-07 05:27:51;54680;221;53656;57;631;221;True;10477.1;1;0;6;6;7;53;119;;
2026-07-07 05:28:51;54680;221;53656;57;618;221;True;10521.2;1;0;6;7;7;53;119;;
2026-07-07 05:29:51;54680;221;53656;57;623;221;True;10565.1;1;0;4;3;6;53;119;;
2026-07-07 05:30:51;54680;221;53656;57;610;221;True;10609;1;0;6;6;5;53;119;;
2026-07-07 05:31:51;54680;221;53656;57;615;223;True;10653;1;0;6;8;6;53;119;;
2026-07-07 05:32:52;54680;221;53656;57;607;223;True;10696.9;1;0;6;8;6;53;119;;
2026-07-07 05:33:52;54680;221;53656;57;617;219;True;10740.8;1;0;6;9;5;53;119;;
2026-07-07 05:34:52;54680;221;53656;57;618;220;True;10784.7;1;0;6;7;7;53;119;;
2026-07-07 05:35:52;54680;221;53656;57;615;222;True;10828.6;1;0;5;6;11;53;119;;
2026-07-07 05:36:52;54680;221;53656;57;610;222;True;10872.3;1;0;5;6;8;53;119;;
2026-07-07 05:37:52;54680;221;53656;57;618;222;True;10916.3;1;0;5;8;8;53;119;;
2026-07-07 05:38:52;54680;221;53656;57;619;223;True;10960.2;1;0;5;7;15;53;119;;
2026-07-07 05:39:52;54680;221;53656;57;619;222;True;11004.1;1;0;6;6;5;53;119;;
2026-07-07 05:40:52;54680;221;53656;57;626;222;True;11048.1;1;0;4;5;1;53;119;;
2026-07-07 05:41:52;54680;221;53656;57;611;222;True;11091.8;1;0;6;6;6;53;119;;
2026-07-07 05:42:53;54680;221;53656;57;621;222;True;11135.8;1;0;6;8;8;53;119;;
2026-07-07 05:43:53;54680;221;53656;57;619;222;True;11179.6;1;0;6;8;8;53;119;;
2026-07-07 05:44:53;54680;221;53656;56;616;223;True;11223.5;1;0;8;20;9;53;119;;
2026-07-07 05:45:53;54680;221;53656;57;611;223;True;11267.5;1;0;6;9;5;53;119;;
2026-07-07 05:46:53;54680;221;53656;57;614;222;True;11311.3;1;0;6;7;3;53;119;;
2026-07-07 05:47:53;54680;221;53656;57;623;222;True;11355.1;1;0;6;8;7;53;119;;
2026-07-07 05:48:53;54680;221;53656;57;618;222;True;11398.9;1;0;5;7;4;53;119;;
2026-07-07 05:49:53;54680;221;53656;56;618;222;True;11442.8;1;0;6;7;7;53;119;;
2026-07-07 05:50:53;54680;221;53656;57;619;219;True;11486.7;1;0;6;8;6;53;119;;
2026-07-07 05:51:54;54680;221;53656;57;617;219;True;11530.4;1;0;5;6;5;53;119;;
2026-07-07 05:52:54;54680;221;53656;57;611;218;True;11574.4;1;0;6;8;6;53;119;;
2026-07-07 05:53:54;54680;221;53656;57;614;207;True;11618.3;1;0;6;7;8;53;119;;
2026-07-07 05:54:54;54680;221;53656;57;643;207;True;11662.1;1;0;6;7;12;53;119;;
2026-07-07 05:55:54;54680;221;53656;57;619;211;True;11705.9;1;0;6;7;7;53;119;;
2026-07-07 05:56:54;54680;221;53656;57;614;212;True;11749.8;1;0;6;7;11;53;119;;
2026-07-07 05:57:54;54680;221;53656;57;620;212;True;11793.7;1;0;6;7;11;53;119;;
2026-07-07 05:58:54;54680;221;53656;57;622;211;True;11837.5;1;0;6;8;9;53;119;;
