time;ffmpegPid;ffmpegMemMB;mtxPid;mtxMemMB;lumoraMemMB;capMemMB;ready;mbReceived;readers;framesInError;gpuPct;encPct;decPct;gpuTempC;logErrLines;lastFps;lastSpeed
2026-07-07 05:59:54;54680;221;53656;57;621;211;True;11881.4;1;0;6;7;7;53;119;;
2026-07-07 06:00:54;54680;221;53656;57;619;211;True;11925.1;1;0;6;7;5;53;119;;
2026-07-07 06:01:54;54680;221;53656;57;609;212;True;11969;1;0;6;9;3;53;119;;
2026-07-07 06:02:55;54680;221;53656;57;608;213;True;12012.8;1;0;6;7;5;53;119;;
2026-07-07 06:03:55;54680;221;53656;57;616;214;True;12056.5;1;0;5;8;7;53;119;;
2026-07-07 06:04:55;54680;221;53656;57;627;214;True;12100.3;1;0;6;8;6;53;119;;
2026-07-07 06:05:55;54680;221;53656;57;607;213;True;12144.2;1;0;5;7;3;53;119;;
2026-07-07 06:06:55;54680;221;53656;58;618;214;True;12188;1;0;5;8;3;53;119;;
2026-07-07 06:07:55;54680;221;53656;57;622;214;True;12231.9;1;0;6;7;12;53;119;;
2026-07-07 06:08:55;54680;221;53656;57;616;222;True;12275.6;1;0;6;8;3;53;119;;
2026-07-07 06:09:55;54680;221;53656;57;613;222;True;12319.7;1;0;6;8;7;53;119;;
2026-07-07 06:10:55;54680;221;53656;57;620;222;True;12363.3;1;0;6;7;5;53;119;;
2026-07-07 06:11:55;54680;221;53656;57;623;221;True;12407;1;0;6;8;5;53;119;;
2026-07-07 06:12:56;54680;221;53656;57;615;221;True;12450.7;1;0;6;7;4;53;119;;
2026-07-07 06:13:56;54680;221;53656;57;610;221;True;12494.6;1;0;6;7;10;53;119;;
2026-07-07 06:14:56;54680;221;53656;57;614;221;True;12538.4;1;0;6;9;5;53;119;;
2026-07-07 06:15:56;54680;221;53656;57;615;222;True;12582.1;1;0;6;7;8;53;119;;
2026-07-07 06:16:56;54680;221;53656;57;619;222;True;12626;1;0;6;8;8;53;119;;
2026-07-07 06:17:56;54680;221;53656;57;610;222;True;12669.8;1;0;6;8;7;53;119;;
2026-07-07 06:18:56;54680;221;53656;57;609;221;True;12713.6;1;0;6;8;13;53;119;;
2026-07-07 06:19:56;54680;221;53656;57;632;221;True;12757.3;1;0;6;8;7;53;119;;
2026-07-07 06:20:56;54680;221;53656;57;615;221;True;12801.1;1;0;6;8;6;53;119;;
2026-07-07 06:21:57;54680;221;53656;57;628;222;True;12845;1;0;6;8;7;53;119;;
2026-07-07 06:22:57;54680;221;53656;57;608;222;True;12888.8;1;0;5;7;7;53;119;;
2026-07-07 06:23:57;54680;221;53656;57;621;222;True;12932.6;1;0;5;7;10;53;119;;
2026-07-07 06:24:57;54680;221;53656;56;618;221;True;12976.4;1;0;6;8;2;53;119;;
2026-07-07 06:25:57;54680;221;53656;57;610;222;True;13020.2;1;0;6;7;5;53;119;;
2026-07-07 06:26:57;54680;221;53656;57;622;222;True;13064;1;0;6;8;8;53;119;;
2026-07-07 06:27:57;54680;221;53656;57;618;223;True;13107.8;1;0;6;9;6;53;119;;
2026-07-07 06:28:57;54680;221;53656;57;612;223;True;13151.5;1;0;6;7;2;53;119;;
2026-07-07 06:29:57;54680;221;53656;57;608;221;True;13195.3;1;0;6;7;6;53;119;;
2026-07-07 06:30:57;54680;221;53656;57;614;221;True;13239.1;1;0;6;7;5;53;119;;
2026-07-07 06:31:58;54680;221;53656;57;620;220;True;13282.8;1;0;5;7;7;53;119;;
2026-07-07 06:32:58;54680;221;53656;57;610;223;True;13326.4;1;0;10;17;3;53;119;;
2026-07-07 06:33:58;54680;221;53656;57;623;223;True;13370.2;1;0;30;49;7;52;119;;
2026-07-07 06:34:58;54680;221;53656;57;625;223;True;13413.9;1;0;13;18;3;51;119;;
2026-07-07 06:35:58;54680;221;53656;57;633;223;True;13457.6;1;0;16;19;4;51;119;;
2026-07-07 06:36:58;54680;221;53656;57;622;223;True;13501.4;1;0;9;10;1;51;119;;
2026-07-07 06:37:58;54680;221;53656;58;614;224;True;13545.2;1;0;3;8;1;51;119;;
